BG_ID,Gene,Synonym,Size,Mutant,Contributor,TW,PW,Prediction,Prophage,Product,Reference
BG10281,hepT,hepA,348,,,,Yes,,,heptaprenyl diphosphate synthase component II,J Gen Microbiol 1990 Jul;136 ( Pt 7):1335-42
BG10280,menH,menG,233,,,,Yes,,,menaquinone biosynthesis methyltransferase,J Gen Microbiol 1990 Jul;136 ( Pt 7):1335-42
BG10279,hepS,hepB,251,,,,Yes,,,heptaprenyl diphosphate synthase component I,J Gen Microbiol 1990 Jul;136 ( Pt 7):1335-42
BG10278,mtrB,mtrB,75,,,,No,,,tryptophan operon RNA-binding attenuation protein (TRAP),Proc Natl Acad Sci U S A 1990 Nov;87(22):8726-30
BG10277,mtrA,mtrA,190,,,,No,,,GTP cyclohydrolase I,Proc Natl Acad Sci U S A 1990 Nov;87(22):8726-30
BG10276,hbs,hbs,92,,,,Yes,,,non-specific DNA-binding protein HBsu, J Bacteriol 1991 May;173(10):3191-8
BG10275,spoIVA,spoIVA,492,,,,No,,,stage IV sporulation protein A (spore cortex formation and coat assembly), J Bacteriol 1992 Jan;174(2):586-94
BG10274,yphF,yphF,244,BFS1010,Dr. Aymerich,No,,,,conserved protein,
BG11444,yphE,yphE,67,YPHEc,Dr. Ogasawara,No,,,,function unknown and unique,
BG11366,gpsA,gpsA,345,,,,Yes,,,NAD(P)H-dependent glycerol-3-phosphate dehydrogenase, J Bacteriol 1995 Oct;177(20):5899-905
BG11443,yphC,yphC,436,BFS1009/YPHCp,Dr. Aymerich/Dr. Ogasawara,Yes,,,,GTP-binding protein,
BG11442,seaA,seaA,297,BFS1008,Dr. Aymerich,No,,,,involved in spore envelope assembly,
BG11441,yphA,yphA,199,BFS1031,Dr. Aymerich,No,,,,conserved protein,
BG11440,ypgA,ypgA,212,BFS1030,Dr. Aymerich,No,,,,isopentenyl-diphosphate delta-isomerase,
BG11005,ypfD,ypfD,382,YPFDd,Dr. Ogasawara,No,,,,30S ribosomal protein S1 homolog,
BG11004,cmk,cmk,224,,,,Yes,,,cytidylate kinase,Microbiology 1995 141:311-319
BG11003,ypfB,ypfB,58,BFS1015,Dr. Aymerich,No,,,,function unknown and unique,
BG11002,ypfA,ypfA,217,BFS1029,Dr. Aymerich,No,,,,conserved protein,
BG11001,ypeB,ypeB,450,BFS1007,Dr. Aymerich,No,,,,required for SleB function,
BG11439,sleB,sleB,305,,,,No,,,"spore cortex-lytic enzyme, N-Acetylmuramoyl-L-alanine amidase, peptidoglycan hydrolase", J Bacteriol 1996 Oct;178(20):6059-63
BG11438,ypdC,ypdC,218,BFS1028,Dr. Aymerich,No,,,,conserved protein,
BG11436,ypdA,ypdA,324,BFS1005,Dr. Aymerich,No,,,,similar to thioredoxin reductase,
BG11435,gudB,gudB,426,BFS1004,Dr. Aymerich,No,,,,"glutamate dehydrogenase, inactive",
BG11434,ypbH,ypbH,194,BFS1025,Dr. Aymerich,No,,,,regulation of ClpC protease,
BG11433,ypbG,ypbG,259,BFS1003,Dr. Aymerich,No,,,,conserved protein,
BG11432,ypbF,ypbF,147,BFS1051,Dr. Aymerich,No,,,,conserved protein,
BG11431,ypbE,ypbE,240,BFS1002,Dr. Aymerich,No,,,,"peptidoglycan hydrolase, muramidase family",
BG11430,ypbD,ypbD,189,BFS1032,Dr. Aymerich,No,,,,putative membrane-bound metalloprotease,
BG11407,recQ,recS,496,,,,No,,,ATP-dependent DNA helicase,J Bacteriol 1998 Jul;180(13):3405-9
BG11429,ypbB,ypbB,352,BFS1001,Dr. Aymerich,No,,,,conserved protein,
BG11388,fer,fer,82,FERd,Dr. Ogasawara,No,,,,ferredoxin,
BG11428,ypaA,ypaA,190,BFS1097,Dr. Aymerich,No,,,,conserved membrane protein,
BG13767,ypzE,ypzE,54,YPZEc,Dr. Ogasawara,No,,,,function unknown and unique,
BG10509,serA,serA,525,,,,No,,,phosphoglycerate dehydrogenase,Microbiology 1998 Nov;144 ( Pt 11):3097-104
BG10538,aroC,aroC,255,AROCd,Dr. Ogasawara,No,,,,3-dehydroquinate dehydratase,
BG10537,rsiX,rsiX,368,BFS95,Dr. Ehrlich,No,,,,anti-sigmaX protein,
BG10536,sigX,sigX,194,BFS94,Dr. Ehrlich,No,,,,RNA polymerase ECF-type sigma factor,
BG10535,resE,resE,589,,,,No,,,two-component sensor histidine kinase involved in aerobic and anaerobic respiration,
BG10534,resD,resD,240,,,,No,,,two-component response regulator involved in aerobic and anaerobic respiration,
BG10533,resC,resC,352,,,,Yes,,,cytochrome c biogenesis protein,J Bacteriol 1996 178(5):1374-1385
BG10532,resB,resB,542,,,,Yes,,,cytochrome c biogenesis protein,J Bacteriol 1996 178(5):1374-1385
BG10531,resA,resA,181,,,,Yes,,,"cytochrome c biogenesis protein, similar to thioredoxin",J Bacteriol 1996 178(5):1374-1385
BG10530,rluB,rluB,229,BFS11/19,Dr. Ehrlich,No,,,,23S RNA pseudouridine 2633 synthase,
BG10529,spmB,spmB,179,BFS6,Dr. Ehrlich,No,,,,spore maturation protein,
BG10528,spmA,spmA,196,BFS5,Dr. Ehrlich,No,,,,spore maturation protein,
BG10527,dacB,dacB,382,,,,No,,,penicillin-binding protein 5* (D-alanyl-D-alanine carboxypeptidase), J Bacteriol 1992 Aug;174(16):5430-5
BG10526,ypuI,ypuI,179,BFS4,Dr. Ehrlich,No,,,,function unknown and unique,
BG10525,ypuH,ScpB,197,BFS18,Dr. Ehrich,Yes,,,,SMC interacting protein,
BG10524,ypuG,ScpA,251,BFS9/17,Dr. Ehrlich,Yes,,,,SMC interacting protein,
BG10523,ypuF,ypuF,174,BFS3/8,Dr. Ehrlich,No,,,,conserved protein,
BG10522,ribT,ribT,124,,,,,No,,"riboflabin biosynthesis, reductase",
BG10521,ribH,ribH,154,,,,,No,,riboflavin synthase beta chain,
BG10520,ribA,ribA,398,,,,,No,,"GTP cyclohydrolase II / 3,4-dihydroxy-2-butanone 4-phosphate synthase (dhbp synthase)",
BG10519,ribE,ribB,215,,,,,No,,riboflavin synthase alpha chain,
BG10518,ribD,ribG,361,RIBGd,Dr. Ogasawara,No,,,,diaminohydroxyphosphoribosylaminopyrimidine deaminase / 5-amino-6-(5-phosphoribosylamino)uracil reductase,
BG10517,ypuE,ypuE,50,YPUEc,Dr. Ogasawara,No,,,,function unknown and unique,
BG10516,ypuD,ypuD,114,BFS2,Dr. Ehrlich,No,,,,function unknown and unique,
BG10515,sipS,sipS,184,,,,No,,,type I signal peptidase,Genes Dev 1998 Aug 1;12(15):2318-31
BG13765,ypzC,ypzC,78,YPZCc,Dr. Ogasawara,No,,,,function unknown and unique,
BG10514,ypuC,ypuC,129,BFS1,Dr. Ehrlich,No,,,,function unknown and unique,
BG10513,ypuB,ypuB,67,BFS15,Dr. Ehrlich,No,,,,function unknown and unique,
BG13766,ypzD,ypzD,70,YPZDc,Dr. Ogasawara,No,,,,function unknown and unique,
BG10512,ppiB,ppiB,143,,,,No,,,peptidyl-prolyl isomerase,Mol Microbiol 1994 Mar;11(6):1073-83
BG10511,ypuA,ypuA,290,BFS7/12,Dr. Ehrlich,No,,,,conserved protein,
BG10510,lysA,lysA,439,,,,,No,,diaminopimelate decarboxylase,
BG10508,spoVAF,spoVAF,492,,,,No,,,stage V sporulation protein AF,
BG10896,spoVAE,spoVAE,323,,,,No,,,stage V sporulation protein AE,
BG10895,spoVAD,spoVAD,338,,,,No,,,stage V sporulation protein AD,
BG10894,spoVAC,spoVAC,150,,,,No,,,stage V sporulation protein AC,
BG10893,spoVAB,spoVAB,141,,,,No,,,stage V sporulation protein AB,
BG10892,spoVAA,spoVAA,200,,,,No,,,stage V sporulation protein AA,
BG10298,sigF,sigF,255,,,,No,,,RNA polymerase sporulation-specific sigma-F factor,J Gen Microbiol 1987 Mar;133 ( Pt 3):475-81
BG10297,spoIIAB,spoIIAB,146,,,,No,,,anti-sigma factor / serine kinase,Proc Natl Acad Sci U S A 1990 Dec;87(23):9221-5
BG10296,spoIIAA,spoIIAA,117,,,,No,,,anti-anti-sigma factor (antagonist of SpoIIAB),Proc Natl Acad Sci U S A 1990 Dec;87(23):9221-5
BG10295,dacF,dacF,389,,,,No,,,penicillin-binding protein (D-alanyl-D-alanine carboxypeptidase), J Bacteriol 1992 Aug;174(15):4885-92
BG11330,punA,pupG,271,,,,No,,,purine-nucleoside phosphorylase,Microbiology 1999 145:2957-2966
BG11331,drm,drm,394,,,,No,,,phosphodeoxyribomutase,Microbiology 1999 145:2957-2966
BG11332,ripX,ripX,296,RIPXd,Dr. Ogasawara,No,,,,integrase/recombinase,
BG11766,fur,fur,149,YQKLd,Dr. Ogasawara,No,,,,iron uptake repressor,
BG10768,spoIIM,spoIIM,214,,,,No,,,stage II sporulation protein M,J Bacteriol 1993 Jun;175(11):3607-17
BG11765,yqkK,yqkK,71,YQKKdd,Dr. Sato,No,,,,conserved protein,
BG11764,mleA,mleA,439,YQKJd,Dr. Ogasawara,No,,,,malate oxidoreductase,
BG11763,mleN,mleN,468,YQKId,Dr. Ogasawara,No,,,,Na+/H+ antiporter,
BG10301,ansB,ansB,475,,,,No,,,L-aspartase,J Bacteriol 1991 173:3831-45
BG10300,ansA,ansA,329,,,,No,,,L-asparaginase,J Bacteriol 1991 173:3831-45
BG10299,ansR,ansR,116,,,,No,,,transcriptional repressor of the ansAB operon (Xre family),J Bacteriol 1993 May;175(9):2501-6
BG11073,yqxK,yqxK,294,YQXKd,Dr. Ogasawara,No,,,,conserved protein,
BG11762,nudF,nudF,185,YQKGd,Dr. Ogasawara,No,,,,ADP-ribose pyrophosphatase,
BG11761,yqkF,yqkF,306,YQKFd,Dr. Ogasawara,No,,,,similar to oxidoreductase,
BG11760,yqkE,yqkE,74,YQKEc,Dr. Ogasawara,No,,,,function unknown and unique,
BG11759,yqkD,yqkD,305,YQKDd,Dr. Ogasawara,No,,,,conserved protein,
BG11758,yqkC,yqkC,79,YQKCc,Dr. Ogasawara,No,,,,function unknown and unique,
BG11757,yqkB,yqkB,107,YQKBd,Dr. Ogasawara,No,,,,conserved protein,
BG11756,yqkA,yqkA,343,YQKAd,Dr. Ogasawara,No,,,,probable acetyltransferase,
BG11755,yqjZ,yqjZ,114,YQJZd,Dr. Ogasawara,No,,,,conserved protein,GenomeBiology (2001) 2: 19.1-19.12.
BG11754,yqjY,yqjY,156,YQJYd,Dr. Ogasawara,No,,,,probable acetyltransferase,GenomeBiology (2001) 2: 19.1-19.12.
BG11753,yqjX,yqjX,112,YQJXd,Dr. Ogasawara,No,,,,similar to B. subtilis  yolD,GenomeBiology (2001) 2: 19.1-19.12.
BG11752,yqjW,yqjW,412,YQJWd,Dr. Ogasawara,No,,,,similar to repair DNA polymerase,
BG13774,yqzH,yqzH,68,YQZHc,Dr. Ogasawara,No,,,,function unknown and unique,
BG11751,yqjV,yqjV,410,YQJVd,Dr. Ogasawara,No,,,,similar to multidrug resistance protein,
BG11750,yqjU,yqjU,63,YQJUd,Dr. Ogasawara,No,,,,function unknown and unique,
BG11749,yqjT,yqjT,128,YQJTd,Dr. Ogasawara,No,,,,conserved protein,
BG11748,coaA,coaA,319,YQJSd,Dr. Ogasawara,No,,,,pantothenate kinase,
BG11747,dsdA,dsdA,448,YQJRd,Dr. Ogasawara,No,,,,D-serine dehydratase,
BG11746,yqjQ,yqjQ,259,YQJQd,Dr. Ogasawara,No,,,,similar to ketoacyl reductase,
BG11745,yqjP,yqjP,319,YQJPd,Dr. Ogasawara,No,,,,conserved protein,
BG11744,proI,proI,278,YQJOd,Dr. Ogasawara,No,,,,pyrroline-5-carboxylate reductase,
BG11743,yqjN,yqjN,547,YQJNd,Dr. Ogasawara,No,,,,similar to amino acid degradation protein,
BG11742,yqjM,yqjM,338,YQJMd,Dr. Ogasawara,No,,,,"xenobiotic reductase, NADH-dependent flavin oxidoreductas",
BG11741,yqjL,yqjL,253,YQJLd,Dr. Ogasawara,No,,,,function unknown and unique,
BG11740,yqjK,yqjK,307,YQJKp,Dr. Ogasawara,Yes,,,,conserved protein,
BG11739,zwf,zwf,489,YQJJd,Dr. Ogasawara,No,,,,glucose-6-phosphate 1-dehydrogenase,
BG11738,yqjI,yqjI,469,YQJId,Dr. Ogasawara,No,,,,6-phosphogluconate dehydrogenase,
BG11737,yqjH,yqjH,414,YQJHd,Dr. Ogasawara,No,,,,similar to DNA-damage repair protein,
BG14191,yqzJ,yqzJ,95,YQZJc,Dr. Ogasawara,No,,,,function unknown and unique,
BG11736,yqjG,yqjG,275,YQJGd,Dr. Ogasawara,No,,,,translocase for membrane proteins,
BG11735,yqjF,yqjF,242,YQJFd,Dr. Ogasawara,No,,,,conserved protein,
BG11734,yqjE,yqjE,371,YQJEd,Dr. Ogasawara,No,,,,peptidase T,
BG11733,yqjD,yqjD,506,YQJDd,Dr. Ogasawara,No,,,,propionyl-CoA carboxylase beta chain,
BG11732,yqjC,yqjC,140,YQJCd,Dr. Ogasawara,No,,,,conserved protein,
BG11731,yqjB,yqjB,176,YQJBd,Dr. Ogasawara,No,,,,conserved protein,
BG11730,yqjA,yqjA,322,YQJAd,Dr. Ogasawara,No,,,,conserved membrane protein,
BG11729,yqiZ,yqiZ,240,YQIZd,Dr. Ogasawara,No,,,,probable polar amino acid transport system ATP-binding protein,
BG11728,yqiY,yqiY,219,YQIYd,Dr. Ogasawara,No,,,,probable polar amino acid transport system permease protein,
BG11727,yqiX,yqiX,255,YQIXd,Dr. Ogasawara,No,,,,probable amino-acid transport system substrate-binding protein,
BG11726,yqiW,yqiW,145,YQIWd,Dr. Ogasawara,No,,,,conserved protein,
BG10302,bmrU,bmrU,297,,,,,No,,multidrug resistance protein cotranscribed with bmr,
BG10303,bmr,bmr,389,,,,No,,,multidrug-efflux transporter,J Biol Chem 1994 269:28506-13
BG10304,bmrR,bmrR,278,,,,No,,,transcriptional activator of the bmrUR operon,J Biol Chem 1994 269:28506-13
BG10305,bkdB,bkdB,424,BFMBBd,Dr. Ogasawara,No,,,,branched-chain alpha-keto acid dehydrogenase E2 subunit (lipoamide acyltransferase),
BG10306,bkdAB,bkdA2,327,BFMBABd,Dr. Ogasawara,No,,,,branched-chain alpha-keto acid dehydrogenase E1 subunit (2-oxoisovalerate dehydrogenase beta subunit),
BG10307,bkdAA,bkdA1,330,BFMBAAd,Dr. Ogasawara,No,,,,branched-chain alpha-keto acid dehydrogenase E1 subunit (2-oxoisovalerate dehydrogenase alpha subunit),
BG11725,lpdV,lpd,457,YQIVd,Dr. Ogasawara,No,,,,dihydrolipoamide dehydrogenase,
BG11724,buk,buk,363,YQIUd,Dr. Ogasawara,No,,,,butyrate kinase,
BG11723,bcd,bcd,364,YQITd,Dr. Ogasawara,No,,,,leucine dehydrogenase,
BG11722,ptb,ptb,299,YQISd,Dr. Ogasawara,No,,,,phosphate butyryltransferase,
BG11721,bkdR,bkdR,692,YQIRd,Dr. Ogasawara,No,,,,transcriptional activator involved in the control of isoleucine and valine utilization as sole nitrogen sources,
BG13772,yqzF,yqzF,78,YQZFc,Dr. Ogasawara,No,,,,conserved protein,
BG11720,yqiQ,yqiQ,301,YQIQd,Dr. Ogasawara,No,,,,putative carboxyphosphonoenolpyruvate phosphonomutase,
BG11323,mmgE,mmgE,472,,,,No,,,similar to protein involved in propionate catabolism,J Bacteriol 1996 Aug;178(16):4778-86
BG11322,mmgD,mmgD,372,,,,No,,,citrate synthase III,J Bacteriol 1996 Aug;178(16):4778-86
BG11321,mmgC,mmgC,378,,,,No,,,acyl-CoA dehydrogenase,J Bacteriol 1996 Aug;178(16):4778-86
BG11320,mmgB,mmgB,244,,,,No,,,3-hydroxybutyryl-CoA dehydrogenase,J Bacteriol 1996 Aug;178(16):4778-86
BG11319,mmgA,mmgA,393,,,,No,,,acetyl-CoA acetyltransferase,J Bacteriol 1996 Aug;178(16):4778-86
BG11719,yqiK,yqiK,239,YQIKd,Dr. Ogasawara,No,,,,glycerophosphodiester phosphodiesterase,
BG11717,yqiI,yqiI,206,YQIId,Dr. Ogasawara,No,,,,"N-acetylmuramoyl-L-alanine amidase, peptidoglycan hydrolase, LytC amidase family",
BG11030,yqiH,yqiH,97,YQIHd,Dr. Ogasawara,No,,,,similar to B. subtilis LytA,
BG11716,yqiG,yqiG,372,YQIGd,Dr. Ogasawara,No,,,,similar to NADH-dependent flavin oxidoreductase,
BG10765,spo0A,spo0A,267,,,,No,,,two-component response regulator central for the initiation of sporulation, Proc Natl Acad Sci U S A 1985 May;82(9):2665-8
BG10311,spoIVB,spoIVB,425,,,,No,,,stage IV sporulation protein B,J Bacteriol 1990 Mar;172(3):1306-11
BG10310,recN,recN,576,,,,No,,,DNA repair and genetic recombination protein,Mol Gen Genet 1993 May;239(1-2):129-36
BG10309,ahrC,ahrC,149,,,,No,,,transcriptional regulator of arginine metabolism expression, Gene 1989 Aug 1;80(1):29-38
BG10308,yqxC,yqxC,269,YQXCd,Dr. Ogasawara,No,,,,similar to hemolysin,
BG11715,dxs,dxs,633,YQIEp,Dr. Ogasawara,Yes,,,,1-deoxy-D-xylulose-5-phosphate synthase,
BG11714,yqiD,ispA,272,YQIDp,Dr. Ogasawara,Yes,,,,geranyltranstransferase,
BG11713,yqiC,xseB,54,,Dr. Ehrich,No,,,,exodeoxyribonuclease VII small subunit,
BG11712,yqiB,xseA,448,,Dr. Ehrlich,No,,,,exodeoxyribonuclease VII large subunit,
BG11711,folD,folD,283,FOLDp,Dr. Ogasawara,Yes,,,,methylenetetrahydrofolate dehydrogenase / methenyltetrahydrofolate cyclohydrolase,
BG11710,nusB,nusB,131,YQHZd,Dr. Ogasawara,No,,,,translation/transcription coupling factor,
BG11709,yqhY,yqhY,135,YQHYd,Dr. Ogasawara,No,,,,conserved protein,
BG11384,accC,accC,450,ACCCp,Dr. Ogasawara,Yes,,,,acetyl-CoA carboxylase (biotin carboxylase subunit),
BG11383,accB,accB,159,ACCBp,Dr. Ogasawara,Yes,,,,acetyl-CoA carboxylase (biotin carboxyl carrier subunit),
BG11415,spoIIIAH,spoIIIAH,218,,,,No,,,stage III sporulation protein AH,"P. Stragier, personal communication"
BG11414,spoIIIAG,spoIIIAG,229,,,,No,,,stage III sporulation protein AG,"P. Stragier, personal communication"
BG11413,spoIIIAF,spoIIIAF,206,,,,No,,,stage III sporulation protein AF,"P. Stragier, personal communication"
BG11412,spoIIIAE,spoIIIAE,405,,,,No,,,stage III sporulation protein AE,"P. Stragier, personal communication"
BG11411,spoIIIAD,spoIIIAD,133,,,,No,,,stage III sporulation protein AD,"P. Stragier, personal communication"
BG11410,spoIIIAC,spoIIIAC,68,,,,No,,,stage III sporulation protein AC,Mol Microbiol 1991 5:1927-40
BG10541,spoIIIAB,spoIIIAB,171,,,,No,,,stage III sporulation protein AB,Mol Microbiol 1991 5:1927-40
BG10540,spoIIIAA,spoIIIAA,307,,,,No,,,stage III sporulation protein AA,Mol Microbiol 1991 5:1927-40
BG11459,yqhV,yqhV,93,YQHVc,Dr. Ogasawara,No,,,,conserved protein,
BG11460,efp,efp,185,EFPd,Dr. Sato,No,,,,elongation factor P (EF-P),
BG11708,yqhT,yqhT,353,YQHTp,Dr. Sato,No,,,,xaa-Pro aminopeptidase,
BG11707,yqhS,yqhS,148,YQHSd,Dr. Sato,No,,,,3-dehydroquinate dehydratase,
BG11706,yqhR,yqhR,178,YQHRd,Dr. Sato,No,,,,conserved membrane protein,
BG11705,yqhQ,yqhQ,318,YQHQd,Dr. Sato,No,,,,conserved membrane protein,
BG11704,yqhP,yqhP,131,YQHPd,Dr. Sato,No,,,,conserved membrane protein,
BG11703,yqhO,yqhO,291,YQHOd,Dr. Sato,No,,,,conserved protein,
BG11702,mntR,mntR,142,YQHNd,Dr. Sato,No,,,,manganese modulated regulator of manganese transport,
BG11701,yqhM,yqhM,278,YQHMd,Dr. Sato,No,,,,similar to lipoate protein ligase,
BG11700,yqhL,yqhL,126,YQHLd,Dr. Sato,No,,,,conserved protein,
BG11511,gcvPB,gcvPB,488,YQHKd,Dr. Sato,No,,,,glycine dehydrogenase subunit 2,
BG11510,gcvPA,gcvPA,448,YQHJd,Dr. Sato,No,,,,glycine dehydrogenase subunit 1,
BG11509,gcvT,gcvT,362,YQHId,Dr. Sato,No,,,,aminomethyltransferase,
BG11699,yqhH,yqhH,557,YQHHd,Dr. Sato,No,,,,similar to SNF2 helicase,
BG11698,yqhG,yqhG,264,YQHGd,Dr. Sato,No,,,,conserved protein,
BG10753,sinI,sinI,57,,,,No,,,antagonist of SinR, Genes Dev 1993 Jan;7(1):139-48
BG10754,sinR,sinR,111,,,,No,,,transcriptional regulator of post-exponential-phase responses genes, J Bacteriol 1986 Nov;168(2):860-9
BG11697,tasA,tasA,261,COTNd,Dr. Sato,No,,,,translocation-dependent spore component,
BG11696,sipW,sipW,190,SIPWd,Dr. Sato,No,,,,type I signal peptidase,
BG11076,yqxM,yqxM,253,YQXMd,Dr. Sato,No,,,,"function unknown, sipW dependent secretion",
BG13773,yqzG,yqzG,108,YQZGd,Dr. Sato,No,,,,function unknown and unique,
BG13771,yqzE,yqzE,79,YQZEd,Dr. Sato,No,,,,function unknown and unique,
BG10489,comGG,comGG,124,,,,No,,,DNA transport machinery, J Bacteriol 1998 180:41-45
BG10488,comGF,comGF,127,,,,No,,,DNA transport machinery, J Bacteriol 1998 180:41-45
BG10487,comGE,comGE,115,,,,No,,,DNA transport machinery, J Bacteriol 1998 180:41-45
BG10486,comGD,comGD,143,,,,No,,,DNA transport machinery, J Bacteriol 1998 180:41-45
BG10485,comGC,comGC,98,,,,No,,,exogenous DNA-binding protein (competence), J Bacteriol 1998 180:41-45
BG10484,comGB,comGB,323,,,,No,,,DNA transport machinery, J Bacteriol 1998 180:41-45
BG10483,comGA,comGA,356,,,,No,,,late competence gene, J Bacteriol 1998 180:41-45
BG11075,yqxL,yqxL,317,YQXLd,Dr. Sato,No,,,,possible metal ion transporter,
BG11695,yqhB,yqhB,442,YQHBd,Dr. Sato,No,,,,similar to hemolysin,
BG11694,yqhA,yqhA,278,YQHAd,Dr. Sato,No,,,,regulator of sigma-B,
BG11693,yqgZ,yqgZ,126,YQGZd,Dr. Sato,No,,,,conserved protein,
BG11692,yqgY,yqgY,81,YQGYc,Dr. Ogasawara,No,,,,conserved protein,
BG11691,yqgX,yqgX,211,YQGXd,Dr. Sato,No,,,,conserved protein,
BG11690,yqgW,yqgW,57,YQGWc,Dr. Ogasawara,No,,,,conserved protein,
BG11689,yqgV,yqgV,94,YQGVd,Dr. Sato,No,,,,conserved protein,
BG11688,yqgU,yqgU,353,YQGUd,Dr. Sato,No,,,,conserved protein,
BG11687,yqgT,yqgT,376,YQGTd,Dr. Sato,No,,,,"probable gamma-D-glutamyl-L-diamino acid endopeptidase I, peptidoglycan hydrolase",
BG11686,yqgS,yqgS,638,YQGSd,Dr. Sato,No,,,,"membrane protein having A-L/Y/F-A cleavage site, alkaline phosphatase superfamily",
BG11685,glcK,glcK,321,,,,No,,,glucose kinase, J Bacteriol 1998 Jun;180(12):3222-6
BG11684,yqgQ,yqgQ,71,YQGQc,Dr. Ogasawara,No,,,,conserved protein,
BG11683,yqgP,gluP,507,YQGPd,Dr. Sato,No,,,,conserved membrane protein,
BG11682,yqgO,yqgO,57,YQGOc,Dr. Ogasawara,No,,,,function unknown and unique,
BG11681,yqgN,yqgN,187,YQGNd,Dr. Sato,No,,,,similar to 5-formyltetrahydrofolate cyclo-ligase,
BG14180,rpmGA,rpmGA,49,,,,,Yes,,possible ribosomal protein L33,
BG11680,yqgM,yqgM,359,YQGMd,Dr. Sato,No,,,,conserved protein,
BG11679,yqgL,yqgL,156,YQGLd,Dr. Sato,No,,,,function unknown and unique,
BG13770,yqzD,yqzD,117,YQZDd,Dr. Sato,No,,,,conserved protein,
BG13769,yqzC,yqzC,154,YQZCd,Dr. Sato,No,,,,conserved protein,
BG11379,pstBB,pstBB,260,YQGKd,Dr. Sato,No,,,,phosphate transport system ATP-binding protein,
BG11378,pstBA,pstBA,269,YQGJd,Dr. Sato,No,,,,phosphate transport system ATP-binding protein,
BG11377,pstA,pstA,294,YQGId,Dr. Sato,No,,,,phosphate transport system permease protein,
BG11376,pstC,pstC,309,YQGHd,Dr. Sato,No,,,,phosphate transport system permease protein,
BG11375,pstS,pstS,300,YQGGd,Dr. Sato,No,,,,phosphate transport system substrate-binding protein,
BG11678,pbpA,pbpA,716,PBPA,Dr. Sato,No,,,,penicillin-binding protein 2A,
BG11677,yqgE,yqgE,430,YQGEd,Dr. Sato,No,,,,probable transporter,
BG11676,sodA,sodA,202,SODAd,Dr. Sato,No,,,,superoxide dismutase,
BG11675,yqgC,yqgC,160,YQGCd,Dr. Sato,No,,,,conserved membrane protein,
BG11674,yqgB,yqgB,252,YQGBd,Dr. Ogasawara,No,,,,conserved membrane protein,
BG11673,yqgA,yqgA,142,YQGAd,Dr. Sato,No,,,,function unknown and unique,
BG11672,yqfZ,yqfZ,99,YQFZd,Dr. Sato,No,,,,conserved protein,
BG11671,yqfY,yqfY,377,YQFYp,Dr. Ogasawara,Yes,,,,"GcpE protein homolog, isopentenyl diphosphate biosynthesis",
BG11670,yqfX,yqfX,129,YQFXdd,Dr. Sato,No,,,,conserved protein,
BG11669,yqfW,yqfW,193,YQFWd,Dr. Sato,No,,,,conserved protein,
BG11668,zur,zur,145,,,,No,,,zinc-specific metalloegulatory protein,J Bacteriol 1998 Nov;180(22):5815-21
BG11667,yqfU,yqfU,293,YQFUd,Dr. Sato,No,,,,conserved membrane protein,
BG11666,yqfT,yqfT,84,YQFTc,Dr. Ogasawara,No,,,,conserved protein,
BG11665,yqfS,yqfS,297,YQFSd,Dr. Sato,No,,,,probable endonuclease IV,
BG11664,yqfR,yqfR,438,YQFRd,Dr. Sato,No,,,,similar to ATP-dependent RNA helicase,
BG11663,yqfQ,yqfQ,247,YQFQd,Dr. Sato,No,,,,conserved protein,
BG11662,yqfP,yqfP,314,YQFPp,Dr. Ogasawara,Yes,,,,"LytB protein homolog, isopentenyl diphosphate biosynthesis",
BG11661,yqfO,yqfO,373,YQFOd,Dr. Sato,No,,,,conserved protein,
BG11660,yqfN,yqfN,216,YQFNd,Dr. Ogasawara,No,,,,conserved protein,
BG10315,cccA,cccA,120,,,,No,,,cytochrome c550,J Biol Chem 1990 Aug 15;265(23):13939-48
BG10314,sigA,sigA,371,,Dr. Ehrlich,Yes,,,,RNA polymerase major sigma factor,
BG14178,antE,antE,98,,,,,,,dnaG overlapping gene of unknown function,
BG10313,dnaG,dnaG,603,,,,Yes,,,DNA primase,
BG10312,yqxD,yqxD,196,YQXDd,Dr. Sato,No,,,,conserved protein,
BG11659,yqfL,yqfL,270,YQFLd,Dr. Sato,No,,,,conserved protein,
BG13768,yqzB,yqzB,212,YQZBd,Dr. Sato,No,,,,conserved protein,
BG11658,glyS,glyS,679,,,,,Yes,,glycyl-tRNA synthetase beta chain,
BG11657,glyQ,glyQ,295,,,,,Yes,,glycyl-tRNA synthetase alpha chain,
BG11189,recO,recO,255,YQXNd,Dr. Sato,No,,,,DNA repair and homologous recombination protein,
BG11188,era,era,301,BEXp,Dr. Ogasawara,Yes,,,,GTP-binding protein,
BG10477,cdd,cdd,136,CDDp,Dr. Ogasawara,No,,,,cytidine deaminase,
BG11040,dgkA,dgkA,114,DGKAd,Dr. Ogasawara,No,,,,diacylglycerol kinase,
BG11656,yqfG,yqfG,157,YQFGd,Dr. Ogasawara,No,,,,conserved protein,
BG11655,yqfF,yqfF,711,YQFFd,Dr. Sato,No,,,,HD domain of metal-dependent phosphohydrolase,
BG11337,phoH,phoH,319,PHOHd,Dr. Sato,No,,,,phosphate starvation-induced protein,
BG11654,yqfD,yqfD,398,YQFDd,Dr. Sato,No,,,,similar to stage IV sporulation protein,
