Position,Locus Tag,Replicon,Class - General,Class - Specific,# TA Sites,% Sites Hit,Reads per Site Hit,EL-ARTIST Call,Symbol,Gene Function,Protein ID,Call in Keio Collection,,,,,,,
2220,b2168,chromosome,Protein_Coding,protein_coding,32,13,18,Underrepresented,fruK,fructose-1-phosphate kinase,WP_000091263.1,Not Essential,,,,,,,
2221,b2169,chromosome,Protein_Coding,protein_coding,38,47,91,Neutral,fruB,fused fructose-specific PTS enzymes: IIA component/HPr component,WP_000487246.1,Not Essential,,,,,,,
2222,b2170,chromosome,Protein_Coding,protein_coding,44,55,49,Neutral,setB,lactose/glucose efflux system,WP_000551980.1,Not Essential,,,,,,,
2223,b4502,chromosome,Protein_Coding,protein_coding,9,56,26,Neutral,yeiW,UPF0153 cysteine cluster protein,WP_000389030.1,Not Essential,,,,,,,
2224,b2171,chromosome,Protein_Coding,protein_coding,31,55,27,Neutral,yeiP,elongation factor P-like protein,WP_001136827.1,Not Essential,,,,,,,
2225,b2172,chromosome,Protein_Coding,protein_coding,53,59,37,Neutral,yeiQ,putative NAD-dependent D-mannonate oxidoreductase,WP_001091940.1,Not Essential,,,,,,,
2226,b2173,chromosome,Protein_Coding,protein_coding,30,50,27,Neutral,yeiR,Zn-stimulated GTPase involved in zinc homeostasis; mutants are cadmium and EDTA sensitive; Zn(2+) binding protein,WP_000198828.1,Not Essential,,,,,,,
2227,b2174,chromosome,Protein_Coding,protein_coding,35,57,24,Neutral,lpxT,lipid A 1-diphosphate synthase; undecaprenyl pyrophosphate:lipid A 1-phosphate phosphotransferase,WP_000594599.1,Not Essential,,,,,,,
2228,b2175,chromosome,Protein_Coding,protein_coding,31,52,19,Neutral,mepS,"murein DD-endopeptidase, space-maker hydrolase, mutational suppressor of prc thermosensitivity, outer membrane lipoprotein, weak murein LD-carboxypeptidase",WP_000241011.1,Not Essential,,,,,,,
2229,b2176,chromosome,Protein_Coding,protein_coding,77,58,30,Neutral,rtn,"resistance protein for phages lambda and N4, putative membrane-anchored cyclic-di-GMP phosphodiesterase",WP_000470560.1,Not Essential,,,,,,,
2230,b2177,chromosome,Protein_Coding,protein_coding,95,57,22,Neutral,yejA,microcin C ABC transporter periplasmic binding protein,WP_000637046.1,Not Essential,,,,,,,
2231,b2178,chromosome,Protein_Coding,protein_coding,48,71,26,Neutral,yejB,microcin C ABC transporter permease,WP_000501604.1,Not Essential,,,,,,,
2232,b2179,chromosome,Protein_Coding,protein_coding,49,55,27,Neutral,yejE,microcin C ABC transporter permease,WP_000088923.1,Not Essential,,,,,,,
2233,b2180,chromosome,Protein_Coding,protein_coding,63,64,26,Neutral,yejF,microcin C ABC transporter ATPase,WP_000194927.1,Not Essential,,,,,,,
2234,b2181,chromosome,Protein_Coding,protein_coding,12,58,107,Neutral,yejG,uncharacterized protein,WP_000202798.1,Not Essential,,,,,,,
2235,b2182,chromosome,Protein_Coding,protein_coding,45,67,56,Neutral,bcr,bicyclomycin/cysteine/sulfonamide efflux transporter,WP_000213361.1,Not Essential,,,,,,,
2236,b2183,chromosome,Protein_Coding,protein_coding,30,53,26,Neutral,rsuA,16S rRNA pseudouridine(516) synthase,WP_001234850.1,Not Essential,,,,,,,
2237,b2184,chromosome,Protein_Coding,protein_coding,67,51,29,Neutral,yejH,putative ATP-dependent DNA or RNA helicase,WP_000578061.1,Not Essential,,,,,,,
2238,b2185,chromosome,Protein_Coding,protein_coding,15,7,6,Underrepresented,rplY,50S ribosomal subunit protein L25,WP_000494183.1,Not Essential,,,,,,,
2239,b2186,chromosome,Protein_Coding,protein_coding,40,53,32,Neutral,yejK,spermidine nucleoid-associated protein,WP_000050793.1,Not Essential,,,,,,,
2240,b2187,chromosome,Protein_Coding,protein_coding,9,11,43,Underrepresented,yejL,UPF0352 family protein,WP_001135667.1,Not Essential,,,,,,,
2241,b2188,chromosome,Protein_Coding,protein_coding,81,38,38,Regional,yejM,essential inner membrane DUF3413 domain-containing protein; lipid A production and membrane permeability factor,WP_000256203.1,Essential,,,,,,,
2242,b2189,chromosome,RNA,tRNA,2,0,0,Neutral,proL,tRNA-Pro,---,Not Essential,,,,,,,
2243,b2190,chromosome,Pseudogene,pseudogene,24,92,27,Neutral,yejO,---,---,Not Essential,,,,,,,
2244,b2192,chromosome,Protein_Coding,protein_coding,20,95,26,Neutral,insH1,IS5 transposase and trans-activator,WP_010723085.1,Not Essential,,,,,,,
2245,b2190,chromosome,Pseudogene,pseudogene,24,92,27,Neutral,yejO,---,---,Not Essential,,,,,,,
2246,b2193,chromosome,Protein_Coding,protein_coding,25,60,27,Neutral,narP,response regulator in two-component regulatory system with NarQ,WP_001113639.1,Not Essential,,,,,,,
2247,b2194,chromosome,Protein_Coding,protein_coding,44,66,48,Neutral,ccmH,"heme lyase, CcmH subunit",WP_001211575.1,Not Essential,,,,,,,
2248,b2195,chromosome,Protein_Coding,protein_coding,18,78,51,Neutral,dsbE,periplasmic thioredoxin of cytochrome c-type biogenesis,WP_000824439.1,Not Essential,,,,,,,
2249,b2196,chromosome,Protein_Coding,protein_coding,63,67,42,Neutral,ccmF,"heme lyase, CcmF subunit",WP_000982447.1,Not Essential,,,,,,,
2250,b2197,chromosome,Protein_Coding,protein_coding,18,67,39,Neutral,ccmE,periplasmic heme chaperone,WP_001026418.1,Not Essential,,,,,,,
2251,b2198,chromosome,Protein_Coding,protein_coding,3,67,27,Neutral,ccmD,cytochrome c biogenesis protein; heme export ABC transporter holo-CcmE release factor,WP_000186540.1,Not Essential,,,,,,,
2252,b2199,chromosome,Protein_Coding,protein_coding,24,71,22,Neutral,ccmC,heme export ABC transporter permease; CcmE-interacting protein,WP_001295447.1,Not Essential,,,,,,,
2253,b2200,chromosome,Protein_Coding,protein_coding,25,56,39,Neutral,ccmB,heme export ABC transporter permease,WP_000971730.1,Not Essential,,,,,,,
2254,b2201,chromosome,Protein_Coding,protein_coding,24,46,24,Neutral,ccmA,heme export ABC transporter ATPase,WP_000525587.1,Not Essential,,,,,,,
2255,b2202,chromosome,Protein_Coding,protein_coding,26,50,31,Neutral,napC,"quinol dehydrogenase, electron source for NapAB",WP_000528376.1,Not Essential,,,,,,,
2256,b2203,chromosome,Protein_Coding,protein_coding,20,60,28,Neutral,napB,"nitrate reductase, small, cytochrome C550 subunit, periplasmic",WP_000835174.1,Not Essential,,,,,,,
2257,b2204,chromosome,Protein_Coding,protein_coding,27,52,48,Neutral,napH,ferredoxin-type protein,WP_000013515.1,Not Essential,,,,,,,
2258,b2205,chromosome,Protein_Coding,protein_coding,18,50,40,Neutral,napG,ferredoxin-type protein,WP_000091291.1,Not Essential,,,,,,,
2259,b2206,chromosome,Protein_Coding,protein_coding,84,74,31,Neutral,napA,"nitrate reductase, periplasmic, large subunit",WP_000778061.1,Not Essential,,,,,,,
2260,b2207,chromosome,Protein_Coding,protein_coding,3,67,37,Neutral,napD,assembly protein for periplasmic nitrate reductase,WP_000557378.1,Not Essential,,,,,,,
2261,b2208,chromosome,Protein_Coding,protein_coding,20,70,28,Neutral,napF,"ferredoxin-type protein, role in electron transfer to periplasmic nitrate reductase NapA",WP_000686723.1,Not Essential,,,,,,,
2262,b2209,chromosome,Protein_Coding,protein_coding,20,65,53,Neutral,eco,"ecotin, a serine protease inhibitor",WP_000849209.1,Not Essential,,,,,,,
2263,b2210,chromosome,Protein_Coding,protein_coding,57,65,43,Neutral,mqo,"malate dehydrogenase, FAD/NAD(P)-binding domain",WP_000758077.1,Not Essential,,,,,,,
2264,b2211,chromosome,Protein_Coding,protein_coding,62,58,31,Neutral,yojI,microcin J25 efflux ABC transporter permease/ATPase,WP_000422182.1,Not Essential,,,,,,,
2265,b2212,chromosome,Protein_Coding,protein_coding,24,54,44,Neutral,alkB,oxidative demethylase of N1-methyladenine or N3-methylcytosine DNA lesions,WP_000884971.1,Not Essential,,,,,,,
2266,b2213,chromosome,Protein_Coding,protein_coding,32,53,43,Neutral,ada,fused DNA-binding transcriptional dual regulator/O6-methylguanine-DNA methyltransferase,WP_000710375.1,Not Essential,,,,,,,
2267,b2214,chromosome,Protein_Coding,protein_coding,42,45,19,Neutral,apbE,putative thiamine-synthetic flavin transferase lipoprotein,WP_000406064.1,Not Essential,,,,,,,
2268,b2215,chromosome,Protein_Coding,protein_coding,60,63,28,Neutral,ompC,outer membrane porin protein C,WP_000865568.1,Not Essential,,,,,,,
2269,b4439,chromosome,RNA,antisense_RNA,8,25,4,Underrepresented,micF,"sRNA antisense regulator affecting ompF expression, Hfq-dependent",---,Not Essential,,,,,,,
2270,b2216,chromosome,Protein_Coding,protein_coding,120,68,23,Neutral,rcsD,phosphotransfer intermediate protein in two-component regulatory system with RcsBC,WP_001249081.1,Not Essential,,,,,,,
2271,b2217,chromosome,Protein_Coding,protein_coding,27,78,114,Neutral,rcsB,response regulator in two-component regulatory system with RcsC and YojN,WP_001061917.1,Not Essential,,,,,,,
2272,b2218,chromosome,Protein_Coding,protein_coding,125,58,30,Neutral,rcsC,hybrid sensory kinase in two-component regulatory system with RcsB and YojN,WP_000876011.1,Not Essential,,,,,,,
2273,b2219,chromosome,Protein_Coding,protein_coding,93,75,32,Neutral,atoS,sensory histidine kinase in two-component regulatory system with AtoC,WP_000559125.1,Not Essential,,,,,,,
2274,b2220,chromosome,Protein_Coding,protein_coding,59,70,21,Neutral,atoC,"fused response regulator of ato operon, in two-component system with AtoS: response regulator/sigma54 interaction protein",WP_000125282.1,Not Essential,,,,,,,
2275,b2221,chromosome,Protein_Coding,protein_coding,22,55,15,Neutral,atoD,"acetyl-CoA:acetoacetyl-CoA transferase, alpha subunit",WP_000850540.1,Not Essential,,,,,,,
2276,b2222,chromosome,Protein_Coding,protein_coding,22,59,51,Neutral,atoA,"acetyl-CoA:acetoacetyl-CoA transferase, beta subunit",WP_000339065.1,Not Essential,,,,,,,
2277,b2223,chromosome,Protein_Coding,protein_coding,42,69,38,Neutral,atoE,short chain fatty acid transporter,WP_000580275.1,Not Essential,,,,,,,
2278,b2224,chromosome,Protein_Coding,protein_coding,51,63,47,Neutral,atoB,acetyl-CoA acetyltransferase,WP_000786547.1,Not Essential,,,,,,,
2279,b2225,chromosome,Protein_Coding,protein_coding,29,66,37,Neutral,yfaP,"DUF2135 family protein, putative host defense protein",WP_001225852.1,Not Essential,,,,,,,
2280,b2226,chromosome,Protein_Coding,protein_coding,76,55,41,Neutral,yfaQ,"tandem DUF2300 domain protein, putative host defense protein",WP_001104549.1,Not Essential,,,,,,,
2281,b4500,chromosome,Pseudogene,pseudogene,192,58,34,Neutral,yfaS,---,---,Not Essential,,,,,,,
2282,b2229,chromosome,Protein_Coding,protein_coding,20,45,46,Neutral,yfaT,"DUF1175 family protein, putative host defense protein",WP_001295211.1,Not Essential,,,,,,,
2283,b2230,chromosome,Protein_Coding,protein_coding,68,54,42,Neutral,yfaA,"DUF2138 family protein, putative host defense protein",WP_000012305.1,Not Essential,,,,,,,
2284,b2231,chromosome,Protein_Coding,protein_coding,94,2,3,Underrepresented,gyrA,"DNA gyrase (type II topoisomerase), subunit A",WP_001281242.1,Essential,,,,,,,
2285,b2232,chromosome,Protein_Coding,protein_coding,26,4,2,Underrepresented,ubiG,bifunctional 3-demethylubiquinone-9 3-methyltransferase/ 2-octaprenyl-6-hydroxy phenol methylase,WP_000990765.1,Not Essential,,,,,,,
2286,b2233,chromosome,Protein_Coding,protein_coding,201,52,40,Regional,yfaL,adhesin,WP_001220077.1,Not Essential,,,,,,,
2287,b2234,chromosome,Protein_Coding,protein_coding,95,1,1,Underrepresented,nrdA,"ribonucleoside-diphosphate reductase 1, alpha subunit",WP_001075164.1,Essential,,,,,,,
2288,b2235,chromosome,Protein_Coding,protein_coding,43,0,0,Underrepresented,nrdB,"ribonucleoside-diphosphate reductase 1, beta subunit, ferritin-like protein",WP_000332037.1,Essential,,,,,,,
2289,b2236,chromosome,Protein_Coding,protein_coding,6,50,9,Neutral,yfaE,ferredoxin involved with ribonucleotide reductase diferric-tyrosyl radical (Y*) cofactor maintenance,WP_000135040.1,Not Essential,,,,,,,
2290,b2237,chromosome,Protein_Coding,protein_coding,32,78,33,Neutral,inaA,acid-inducible Kdo/WaaP family putative kinase,WP_000301050.1,Not Essential,,,,,,,
2291,b2238,chromosome,Pseudogene,pseudogene,13,23,9,Underrepresented,yfaH,---,---,Not Essential,,,,,,,
2292,b2239,chromosome,Protein_Coding,protein_coding,62,71,30,Neutral,glpQ,periplasmic glycerophosphodiester phosphodiesterase,WP_000779105.1,Not Essential,,,,,,,
2293,b2240,chromosome,Protein_Coding,protein_coding,59,58,37,Neutral,glpT,sn-glycerol-3-phosphate transporter,WP_000948731.1,Not Essential,,,,,,,
2294,b2241,chromosome,Protein_Coding,protein_coding,52,56,44,Neutral,glpA,"anaerobic sn-glycerol-3-phosphate dehydrogenase, large FAD/NAD(P)-binding subunit",WP_000857257.1,Not Essential,,,,,,,
2295,b2242,chromosome,Protein_Coding,protein_coding,34,71,29,Neutral,glpB,anaerobic sn-glycerol-3-phosphate dehydrogenase membrane anchor subunit,WP_001209927.1,Not Essential,,,,,,,
2296,b2243,chromosome,Protein_Coding,protein_coding,50,60,28,Neutral,glpC,"anaerobic sn-glycerol-3-phosphate dehydrogenase, C subunit, 4Fe-4S iron-sulfur cluster",WP_001000379.1,Not Essential,,,,,,,
2297,b2244,chromosome,Protein_Coding,protein_coding,43,77,32,Neutral,yfaD,transposase_31 family protein,WP_000140592.1,Not Essential,,,,,,,
2298,b4543,chromosome,Pseudogene,pseudogene,8,88,31,Neutral,ypaA,---,---,Not Essential,,,,,,,
2299,b2245,chromosome,Protein_Coding,protein_coding,35,57,40,Neutral,rhmA,2-keto-3-deoxy-L-rhamnonate aldolase,WP_000992954.1,Not Essential,,,,,,,
2300,b2246,chromosome,Protein_Coding,protein_coding,50,44,29,Neutral,rhmT,putative L-rhamnonate transporter,WP_000100890.1,Not Essential,,,,,,,
2301,b2247,chromosome,Protein_Coding,protein_coding,41,51,41,Neutral,rhmD,L-rhamnonate dehydratase,WP_001319848.1,Not Essential,,,,,,,
2302,b2248,chromosome,Protein_Coding,protein_coding,36,67,21,Neutral,rhmR,putative DNA-binding transcriptional regulator for the rhm operon,WP_000894185.1,Not Essential,,,,,,,
2303,b2249,chromosome,Protein_Coding,protein_coding,38,53,33,Neutral,yfaY,inactive PncC family protein,WP_000921621.1,Not Essential,,,,,,,
2304,b2250,chromosome,Protein_Coding,protein_coding,26,50,54,Neutral,yfaZ,"outer membrane protein, putative porin",WP_001300392.1,Not Essential,,,,,,,
2305,b2251,chromosome,Protein_Coding,protein_coding,16,63,11,Neutral,nudI,nucleoside triphosphatase,WP_001300564.1,Not Essential,,,,,,,
2306,b2252,chromosome,Protein_Coding,protein_coding,41,29,18,Underrepresented,ais,putative LPS core heptose(II)-phosphate phosphatase,WP_000879112.1,Not Essential,,,,,,,
2307,b2253,chromosome,Protein_Coding,protein_coding,51,69,45,Neutral,arnB,"uridine 5'-(beta-1-threo-pentapyranosyl-4-ulose diphosphate) aminotransferase, PLP-dependent",WP_001295286.1,Not Essential,,,,,,,
2308,b2254,chromosome,Protein_Coding,protein_coding,54,61,43,Neutral,arnC,undecaprenyl phosphate-L-Ara4FN transferase,WP_000461657.1,Not Essential,,,,,,,
2309,b2255,chromosome,Protein_Coding,protein_coding,90,67,28,Neutral,arnA,fused UDP-L-Ara4N formyltransferase/UDP-GlcA C-4'-decarboxylase,WP_000860273.1,Not Essential,,,,,,,
2310,b2256,chromosome,Protein_Coding,protein_coding,32,38,13,Regional,arnD,undecaprenyl phosphate-alpha-L-ara4FN deformylase,WP_000169728.1,Not Essential,,,,,,,
2311,b2257,chromosome,Protein_Coding,protein_coding,76,66,30,Neutral,arnT,4-amino-4-deoxy-L-arabinose transferase,WP_000844057.1,Not Essential,,,,,,,
2312,b4544,chromosome,Protein_Coding,protein_coding,14,50,36,Neutral,arnE,undecaprenyl phosphate-alpha-L-ara4N exporter; flippase ArnEF subunit,WP_000638031.1,Not Essential,,,,,,,
2313,b2258,chromosome,Protein_Coding,protein_coding,23,83,35,Neutral,arnF,undecaprenyl phosphate-alpha-L-ara4N exporter; flippase ArnEF subunit,WP_000523880.1,Not Essential,,,,,,,
2314,b2259,chromosome,Protein_Coding,protein_coding,13,54,32,Neutral,pmrD,inactive two-component system connector protein,WP_001295285.1,Not Essential,,,,,,,
2315,b2260,chromosome,Protein_Coding,protein_coding,45,64,43,Neutral,menE,O-succinylbenzoate-CoA ligase,WP_000577625.1,Not Essential,,,,,,,
2316,b2261,chromosome,Protein_Coding,protein_coding,27,63,36,Neutral,menC,O-succinylbenzoyl-CoA synthase,WP_001255628.1,Not Essential,,,,,,,
2317,b2262,chromosome,Protein_Coding,protein_coding,23,39,31,Neutral,menB,dihydroxynaphthoic acid synthetase,WP_000639996.1,Not Essential,,,,,,,
2318,b2263,chromosome,Protein_Coding,protein_coding,23,57,41,Neutral,menH,"2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase",WP_000600499.1,Not Essential,,,,,,,
2319,b2264,chromosome,Protein_Coding,protein_coding,38,55,26,Neutral,menD,2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase; SEPHCHC synthase,WP_001295284.1,Not Essential,,,,,,,
2320,b2265,chromosome,Protein_Coding,protein_coding,49,61,18,Neutral,menF,isochorismate synthase 2,WP_001191419.1,Not Essential,,,,,,,
2321,b2266,chromosome,Protein_Coding,protein_coding,14,64,28,Neutral,elaB,putative membrane-anchored DUF883 family ribosome-binding protein,WP_000070621.1,Not Essential,,,,,,,
2322,b2267,chromosome,Protein_Coding,protein_coding,22,73,34,Neutral,elaA,GNAT family putative N-acetyltransferase,WP_000574091.1,Not Essential,,,,,,,
2323,b2268,chromosome,Protein_Coding,protein_coding,45,49,22,Neutral,rbn,"RNase BN, tRNA processing enzyme",WP_001300687.1,Not Essential,,,,,,,
2324,b2269,chromosome,Protein_Coding,protein_coding,95,8,5,Underrepresented,elaD,"protease, capable of cleaving an AMC-ubiquitin model substrate",WP_001393504.1,Not Essential,,,,,,,
2325,b2270,chromosome,Protein_Coding,protein_coding,89,52,18,Neutral,yfbK,Von Willebrand factor domain putative lipoprotein,WP_001244806.1,Not Essential,,,,,,,
2326,b2271,chromosome,Protein_Coding,protein_coding,71,16,31,Regional,yfbL,putative M28A family peptidase,WP_000719999.1,Not Essential,,,,,,,
2327,b2272,chromosome,Protein_Coding,protein_coding,21,33,40,Regional,yfbM,DUF1877 family protein,WP_000525360.1,Not Essential,,,,,,,
2328,b2273,chromosome,Protein_Coding,protein_coding,47,9,3,Underrepresented,yfbN,uncharacterized protein,WP_000455114.1,Not Essential,,,,,,,
2329,b2274,chromosome,Protein_Coding,protein_coding,28,29,9,Underrepresented,yfbO,uncharacterized protein,WP_000188051.1,Not Essential,,,,,,,
2330,b2275,chromosome,Protein_Coding,protein_coding,47,57,33,Neutral,yfbP,TPR-like repeats-containing protein,WP_000767280.1,Not Essential,,,,,,,
2331,b2276,chromosome,Protein_Coding,protein_coding,53,4,34,Underrepresented,nuoN,"NADH:ubiquinone oxidoreductase, membrane subunit N",WP_000156701.1,Not Essential,,,,,,,
2332,b2277,chromosome,Protein_Coding,protein_coding,57,0,0,Underrepresented,nuoM,"NADH:ubiquinone oxidoreductase, membrane subunit M",WP_000926441.1,Not Essential,,,,,,,
2333,b2278,chromosome,Protein_Coding,protein_coding,55,2,41,Underrepresented,nuoL,"NADH:ubiquinone oxidoreductase, membrane subunit L",WP_001056643.1,Not Essential,,,,,,,
2334,b2279,chromosome,Protein_Coding,protein_coding,10,0,0,Underrepresented,nuoK,"NADH:ubiquinone oxidoreductase, membrane subunit K",WP_000612644.1,Not Essential,,,,,,,
2335,b2280,chromosome,Protein_Coding,protein_coding,23,0,0,Underrepresented,nuoJ,"NADH:ubiquinone oxidoreductase, membrane subunit J",WP_000393511.1,Not Essential,,,,,,,
2336,b2281,chromosome,Protein_Coding,protein_coding,26,4,1,Underrepresented,nuoI,"NADH:ubiquinone oxidoreductase, chain I",WP_000172749.1,Not Essential,,,,,,,
2337,b2282,chromosome,Protein_Coding,protein_coding,25,0,0,Underrepresented,nuoH,"NADH:ubiquinone oxidoreductase, membrane subunit H",WP_000118507.1,Not Essential,,,,,,,
2338,b2283,chromosome,Protein_Coding,protein_coding,88,0,0,Underrepresented,nuoG,"NADH:ubiquinone oxidoreductase, chain G",WP_000190939.1,Not Essential,,,,,,,
2339,b2284,chromosome,Protein_Coding,protein_coding,43,0,0,Underrepresented,nuoF,"NADH:ubiquinone oxidoreductase, chain F",WP_000789500.1,Not Essential,,,,,,,
2340,b2285,chromosome,Protein_Coding,protein_coding,12,0,0,Underrepresented,nuoE,"NADH:ubiquinone oxidoreductase, chain E",WP_000545042.1,Not Essential,,,,,,,
2341,b2286,chromosome,Protein_Coding,protein_coding,57,0,0,Underrepresented,nuoC,"NADH:ubiquinone oxidoreductase, fused CD subunit",WP_001384057.1,Not Essential,,,,,,,
2342,b2287,chromosome,Protein_Coding,protein_coding,33,3,9,Underrepresented,nuoB,"NADH:ubiquinone oxidoreductase, chain B",WP_000386733.1,Not Essential,,,,,,,
2343,b2288,chromosome,Protein_Coding,protein_coding,20,10,20,Underrepresented,nuoA,"NADH:ubiquinone oxidoreductase, membrane subunit A",WP_000062997.1,Not Essential,,,,,,,
2344,b2289,chromosome,Protein_Coding,protein_coding,50,72,29,Neutral,lrhA,"transcriptional repressor of flagellar, motility and chemotaxis genes",WP_000622280.1,Not Essential,,,,,,,
2345,b2290,chromosome,Protein_Coding,protein_coding,51,67,36,Neutral,alaA,glutamate-pyruvate aminotransferase; glutamic-pyruvic transaminase (GPT); alanine transaminase,WP_000074527.1,Not Essential,,,,,,,
2346,b2291,chromosome,Protein_Coding,protein_coding,22,59,17,Neutral,yfbR,5'-nucleotidase,WP_000813859.1,Not Essential,,,,,,,
2347,b2292,chromosome,Protein_Coding,protein_coding,75,65,36,Neutral,yfbS,putative transporter,WP_001012899.1,Not Essential,,,,,,,
2348,b2293,chromosome,Protein_Coding,protein_coding,22,59,20,Neutral,yfbT,sugar phosphatas,WP_001203392.1,Not Essential,,,,,,,
2349,b2294,chromosome,Protein_Coding,protein_coding,24,79,35,Neutral,yfbU,UPF0304 family protein,WP_000426124.1,Not Essential,,,,,,,
2350,b2295,chromosome,Protein_Coding,protein_coding,20,25,6,Neutral,yfbV,UPF0208 family inner membrane protein,WP_000106627.1,Not Essential,,,,,,,
2351,b2296,chromosome,Protein_Coding,protein_coding,48,0,0,Underrepresented,ackA,acetate kinase A and propionate kinase 2,WP_000095707.1,Not Essential,,,,,,,
2352,b2297,chromosome,Protein_Coding,protein_coding,68,6,15,Underrepresented,pta,phosphate acetyltransferase,WP_000086722.1,Not Essential,,,,,,,
2353,b2298,chromosome,Protein_Coding,protein_coding,61,59,30,Neutral,yfcC,putative inner membrane transporter; C4-dicarboxylate anaerobic carrier family protein,WP_001274493.1,Not Essential,,,,,,,
2354,b2299,chromosome,Protein_Coding,protein_coding,12,42,19,Neutral,yfcD,putative NUDIX hydrolase,WP_000437935.1,Not Essential,,,,,,,
2355,b2300,chromosome,Protein_Coding,protein_coding,23,70,34,Neutral,yfcE,phosphodiesterase activity on bis-pNPP,WP_000977007.1,Not Essential,,,,,,,
2356,b2301,chromosome,Protein_Coding,protein_coding,23,78,32,Neutral,yfcF,glutathione S-transferase,WP_000042442.1,Not Essential,,,,,,,
2357,b2302,chromosome,Protein_Coding,protein_coding,24,88,20,Neutral,yfcG,GSH-dependent disulfide bond oxidoreductase,WP_000566471.1,Not Essential,,,,,,,
2358,b2303,chromosome,Protein_Coding,protein_coding,27,44,31,Neutral,folX,"D-erythro-7,8-dihydroneopterin triphosphate 2'-epimerase and dihydroneopterin aldolase",WP_000068457.1,Not Essential,,,,,,,
2359,b2304,chromosome,Protein_Coding,protein_coding,38,50,30,Neutral,yfcH,putative NAD-dependent nucleotide-sugar epimerase,WP_001028341.1,Not Essential,,,,,,,
2360,b2305,chromosome,Protein_Coding,protein_coding,52,73,26,Neutral,yfcI,transposase_31 family protein,WP_000156149.1,Not Essential,,,,,,,
2361,b2306,chromosome,Protein_Coding,protein_coding,28,64,54,Neutral,hisP,histidine ABC transporter ATPase,WP_001293613.1,Not Essential,,,,,,,
2362,b2307,chromosome,Protein_Coding,protein_coding,41,63,30,Neutral,hisM,histidine ABC transporter permease,WP_000569958.1,Not Essential,,,,,,,
2363,b2308,chromosome,Protein_Coding,protein_coding,30,80,35,Neutral,hisQ,histidine ABC transporter permease,WP_000965522.1,Not Essential,,,,,,,
2364,b2309,chromosome,Protein_Coding,protein_coding,31,55,27,Neutral,hisJ,histidine ABC transporter periplasmic binding protein,WP_000737621.1,Not Essential,,,,,,,
2365,b2310,chromosome,Protein_Coding,protein_coding,36,61,46,Neutral,argT,lysine/arginine/ornithine transporter subunit,WP_000748271.1,Not Essential,,,,,,,
2366,b2311,chromosome,Protein_Coding,protein_coding,22,5,3,Underrepresented,ubiX,3-octaprenyl-4-hydroxybenzoate carboxy-lyase,WP_000825700.1,Not Essential,,,,,,,
2367,b2312,chromosome,Protein_Coding,protein_coding,64,45,24,Regional,purF,amidophosphoribosyltransferase,WP_000334220.1,Not Essential,,,,,,,
2368,b2313,chromosome,Protein_Coding,protein_coding,18,44,56,Neutral,cvpA,colicin V production protein,WP_000262111.1,Not Essential,,,,,,,
2369,b2314,chromosome,Protein_Coding,protein_coding,25,60,49,Neutral,dedD,membrane-anchored periplasmic protein involved in septation,WP_000146992.1,Not Essential,,,,,,,
2370,b2315,chromosome,Protein_Coding,protein_coding,42,0,0,Underrepresented,folC,bifunctional folylpolyglutamate synthase/ dihydrofolate synthase,WP_000584546.1,Essential,,,,,,,
2371,b2316,chromosome,Protein_Coding,protein_coding,24,0,0,Underrepresented,accD,"acetyl-CoA carboxylase, beta (carboxyltransferase) subunit",WP_000118404.1,Essential,,,,,,,
2372,b2317,chromosome,Protein_Coding,protein_coding,29,69,31,Neutral,dedA,DedA family inner membrane protein,WP_000364335.1,Not Essential,,,,,,,
2373,b2318,chromosome,Protein_Coding,protein_coding,37,27,18,Regional,truA,tRNA pseudouridine(38-40) synthase,WP_001283586.1,Not Essential,,,,,,,
2374,b2319,chromosome,Protein_Coding,protein_coding,33,27,21,Underrepresented,usg,putative semialdehyde dehydrogenase,WP_001289167.1,Not Essential,,,,,,,
2375,b2320,chromosome,Protein_Coding,protein_coding,48,75,35,Neutral,pdxB,erythronate-4-phosphate dehydrogenase,WP_000699148.1,Not Essential,,,,,,,
2376,b2321,chromosome,Protein_Coding,protein_coding,45,71,24,Neutral,flk,putative flagella assembly protein,WP_000615834.1,Not Essential,,,,,,,
2377,b2322,chromosome,Protein_Coding,protein_coding,40,63,29,Neutral,yfcJ,putative arabinose efflux transporter,WP_000127781.1,Not Essential,,,,,,,
2378,b2323,chromosome,Protein_Coding,protein_coding,42,2,16,Underrepresented,fabB,3-oxoacyl-[acyl-carrier-protein] synthase I,WP_000817178.1,Essential,,,,,,,
2379,b2324,chromosome,Protein_Coding,protein_coding,81,68,27,Neutral,mnmC,fused 5-methylaminomethyl-2-thiouridine-forming enzyme methyltransferase and FAD-dependent demodification enzyme,WP_000683799.1,Not Essential,,,,,,,
2380,b2325,chromosome,Protein_Coding,protein_coding,8,50,18,Neutral,yfcL,uncharacterized protein,WP_000559764.1,Not Essential,,,,,,,
2381,b2326,chromosome,Protein_Coding,protein_coding,24,58,29,Neutral,epmC,Elongation Factor P Lys34 hydroxylase,WP_001089222.1,Not Essential,,,,,,,
2382,b2327,chromosome,Protein_Coding,protein_coding,36,64,21,Neutral,yfcA,TauE/TSUP family inner membrane protein,WP_000447361.1,Not Essential,,,,,,,
